country,year,sex,age,suicides_no,population,suicides/100k pop
Ecuador,2010,male,75+ years,14,160404,8.73
Ecuador,2010,female,15-24 years,113,1395797,8.1
Ecuador,2010,female,25-34 years,60,1175139,5.11
Ecuador,2010,female,75+ years,6,200768,2.99
Ecuador,2010,female,55-74 years,18,766861,2.35
Ecuador,2010,female,35-54 years,39,1675740,2.33
Ecuador,2010,male,5-14 years,26,1536680,1.69
Ecuador,2010,female,5-14 years,18,1478558,1.22
Ecuador,2011,male,15-24 years,200,1449571,13.8
Ecuador,2011,male,25-34 years,161,1202963,13.38
Ecuador,2011,male,55-74 years,83,741610,11.19
Ecuador,2011,male,75+ years,18,166244,10.83
Ecuador,2011,male,35-54 years,160,1677115,9.54
Ecuador,2011,female,15-24 years,120,1408696,8.52
Ecuador,2011,female,25-34 years,51,1195816,4.26
Ecuador,2011,female,35-54 years,45,1715068,2.62
Ecuador,2011,female,5-14 years,32,1480934,2.16
Ecuador,2011,male,5-14 years,32,1539867,2.08
Ecuador,2011,female,75+ years,4,208097,1.92
Ecuador,2011,female,55-74 years,12,797572,1.5
Ecuador,2012,male,15-24 years,240,1462193,16.41
Ecuador,2012,male,25-34 years,164,1225594,13.38
Ecuador,2012,male,55-74 years,87,771426,11.28
Ecuador,2012,male,75+ years,19,172083,11.04
Ecuador,2012,male,35-54 years,162,1715827,9.44
Ecuador,2012,female,15-24 years,118,1420727,8.31
Ecuador,2012,female,25-34 years,55,1217762,4.52
Ecuador,2012,female,35-54 years,48,1755189,2.73
Ecuador,2012,male,5-14 years,39,1544899,2.52
Ecuador,2012,female,75+ years,4,215613,1.86
Ecuador,2012,female,5-14 years,27,1484824,1.82
Ecuador,2012,female,55-74 years,13,829724,1.57
Ecuador,2013,male,75+ years,23,178094,12.91
Ecuador,2013,male,15-24 years,156,1473845,10.58
Ecuador,2013,male,25-34 years,111,1248815,8.89
Ecuador,2013,male,55-74 years,65,802441,8.1
Ecuador,2013,female,15-24 years,89,1431562,6.22
Ecuador,2013,male,35-54 years,106,1755019,6.04
Ecuador,2013,female,25-34 years,30,1240273,2.42
Ecuador,2013,male,5-14 years,29,1551821,1.87
Ecuador,2013,female,35-54 years,32,1795728,1.78
Ecuador,2013,female,55-74 years,12,863112,1.39
Ecuador,2013,female,75+ years,3,223521,1.34
Ecuador,2013,female,5-14 years,20,1490382,1.34
Ecuador,2014,male,75+ years,25,184452,13.55
Ecuador,2014,male,15-24 years,164,1484064,11.05
Ecuador,2014,male,25-34 years,123,1271545,9.67
Ecuador,2014,male,55-74 years,74,834436,8.87
Ecuador,2014,male,35-54 years,153,1794205,8.53
Ecuador,2014,female,15-24 years,77,1440731,5.34
Ecuador,2014,female,25-34 years,33,1262288,2.61
Ecuador,2014,male,5-14 years,28,1560323,1.79
Ecuador,2014,female,55-74 years,16,897482,1.78
Ecuador,2014,female,5-14 years,18,1497410,1.2
Ecuador,2014,female,35-54 years,22,1836144,1.2
Ecuador,2014,female,75+ years,1,232065,0.43
Ecuador,2015,male,75+ years,40,191306,20.91
Ecuador,2015,male,15-24 years,234,1492713,15.68
Ecuador,2015,male,25-34 years,185,1293193,14.31
Ecuador,2015,male,55-74 years,108,867314,12.45
Ecuador,2015,male,35-54 years,205,1833181,11.18
Ecuador,2015,female,15-24 years,110,1448112,7.6
Ecuador,2015,female,25-34 years,56,1283175,4.36
Ecuador,2015,female,35-54 years,46,1876229,2.45
Ecuador,2015,female,55-74 years,22,932718,2.36
Ecuador,2015,male,5-14 years,35,1569519,2.23
Ecuador,2015,female,75+ years,5,241437,2.07
Ecuador,2015,female,5-14 years,27,1505127,1.79
El Salvador,2010,male,25-34 years,93,400088,23.24
El Salvador,2010,male,55-74 years,45,294119,15.3
El Salvador,2010,male,75+ years,11,73884,14.89
El Salvador,2010,male,15-24 years,81,596366,13.58
El Salvador,2010,male,35-54 years,73,560083,13.03
El Salvador,2010,female,15-24 years,44,621228,7.08
El Salvador,2010,female,25-34 years,19,486153,3.91
El Salvador,2010,female,35-54 years,20,715456,2.8
El Salvador,2010,female,75+ years,2,96291,2.08
El Salvador,2010,female,5-14 years,7,658707,1.06
El Salvador,2010,female,55-74 years,3,372845,0.8
El Salvador,2010,male,5-14 years,1,685233,0.15
El Salvador,2011,male,25-34 years,100,402814,24.83
El Salvador,2011,male,75+ years,15,77576,19.34
El Salvador,2011,male,15-24 years,116,607120,19.11
El Salvador,2011,male,35-54 years,85,565884,15.02
El Salvador,2011,male,55-74 years,39,297029,13.13
El Salvador,2011,female,15-24 years,52,630434,8.25
El Salvador,2011,female,25-34 years,26,488848,5.32
El Salvador,2011,female,35-54 years,22,725601,3.03
El Salvador,2011,female,75+ years,3,100865,2.97
El Salvador,2011,female,5-14 years,12,642054,1.87
El Salvador,2011,male,5-14 years,12,666916,1.8
El Salvador,2011,female,55-74 years,3,380644,0.79
El Salvador,2012,male,25-34 years,109,406026,26.85
El Salvador,2012,male,55-74 years,62,300461,20.63
El Salvador,2012,male,75+ years,16,81225,19.7
El Salvador,2012,male,35-54 years,98,572655,17.11
El Salvador,2012,male,15-24 years,100,618195,16.18
El Salvador,2012,female,15-24 years,56,639803,8.75
El Salvador,2012,female,25-34 years,26,492068,5.28
El Salvador,2012,female,35-54 years,19,736698,2.58
El Salvador,2012,female,75+ years,2,105481,1.9
El Salvador,2012,male,5-14 years,11,650570,1.69
El Salvador,2012,female,5-14 years,9,626538,1.44
El Salvador,2012,female,55-74 years,4,389103,1.03
El Salvador,2013,male,25-34 years,95,409974,23.17
El Salvador,2013,male,35-54 years,129,579811,22.25
El Salvador,2013,male,75+ years,18,84746,21.24
El Salvador,2013,male,55-74 years,59,304397,19.38
El Salvador,2013,male,15-24 years,79,628312,12.57
El Salvador,2013,female,15-24 years,43,648028,6.64
El Salvador,2013,female,25-34 years,22,496109,4.43
El Salvador,2013,female,35-54 years,19,748153,2.54
El Salvador,2013,female,55-74 years,7,398116,1.76
El Salvador,2013,female,5-14 years,7,612761,1.14
El Salvador,2013,male,5-14 years,6,636699,0.94
El Salvador,2013,female,75+ years,0,110144,0.0
El Salvador,2014,male,75+ years,19,87989,21.59
El Salvador,2014,male,25-34 years,77,415163,18.55
El Salvador,2014,male,35-54 years,85,586412,14.49
El Salvador,2014,male,55-74 years,44,308802,14.25
El Salvador,2014,male,15-24 years,51,635499,8.03
El Salvador,2014,female,75+ years,9,114804,7.84
El Salvador,2014,female,15-24 years,33,653215,5.05
El Salvador,2014,female,25-34 years,24,501438,4.79
El Salvador,2014,female,35-54 years,27,758979,3.56
El Salvador,2014,female,55-74 years,11,407576,2.7
El Salvador,2014,female,5-14 years,4,601023,0.67
El Salvador,2014,male,5-14 years,2,625429,0.32
Estonia,2010,male,75+ years,18,28755,62.6
Estonia,2010,male,55-74 years,54,120465,44.83
Estonia,2010,male,35-54 years,61,179395,34.0
Estonia,2010,male,25-34 years,28,96230,29.1
Estonia,2010,male,15-24 years,20,91065,21.96
Estonia,2010,female,75+ years,12,75665,15.86
Estonia,2010,female,55-74 years,14,172395,8.12
Estonia,2010,female,25-34 years,5,91330,5.47
Estonia,2010,female,35-54 years,9,187560,4.8
Estonia,2010,female,15-24 years,2,85755,2.33
Estonia,2010,female,5-14 years,0,61030,0.0
Estonia,2010,male,5-14 years,0,64580,0.0
Estonia,2011,male,75+ years,21,29683,70.75
Estonia,2011,male,55-74 years,57,121737,46.82
Estonia,2011,male,35-54 years,58,178933,32.41
Estonia,2011,male,25-34 years,23,95987,23.96
Estonia,2011,male,15-24 years,19,87167,21.8
Estonia,2011,female,75+ years,12,77543,15.48
Estonia,2011,female,35-54 years,15,185535,8.08
Estonia,2011,female,55-74 years,9,172988,5.2
Estonia,2011,female,15-24 years,3,82075,3.66
Estonia,2011,female,25-34 years,1,90940,1.1
Estonia,2011,female,5-14 years,0,61510,0.0
Estonia,2011,male,5-14 years,0,65329,0.0
Estonia,2012,male,75+ years,20,30891,64.74
Estonia,2012,male,55-74 years,59,122960,47.98
Estonia,2012,male,35-54 years,65,179456,36.22
Estonia,2012,male,25-34 years,30,96938,30.95
Estonia,2012,female,75+ years,18,80117,22.47
Estonia,2012,male,15-24 years,14,83194,16.83
Estonia,2012,female,55-74 years,17,172977,9.83
Estonia,2012,female,35-54 years,7,184354,3.8
Estonia,2012,female,25-34 years,3,91727,3.27
Estonia,2012,male,5-14 years,2,67323,2.97
Estonia,2012,female,15-24 years,2,78364,2.55
Estonia,2012,female,5-14 years,0,63330,0.0
Estonia,2013,male,75+ years,23,32101,71.65
Estonia,2013,male,55-74 years,58,123698,46.89
Estonia,2013,male,35-54 years,52,178072,29.2
Estonia,2013,male,25-34 years,22,96869,22.71
Estonia,2013,female,75+ years,18,82614,21.79
Estonia,2013,male,15-24 years,15,78163,19.19
Estonia,2013,female,35-54 years,13,181855,7.15
Estonia,2013,female,55-74 years,12,172334,6.96
Estonia,2013,female,15-24 years,2,73430,2.72
Estonia,2013,female,25-34 years,2,91438,2.19
Estonia,2013,male,5-14 years,1,68210,1.47
Estonia,2013,female,5-14 years,0,64312,0.0
Estonia,2014,male,75+ years,26,33259,78.17
Estonia,2014,male,55-74 years,50,124940,40.02
Estonia,2014,male,25-34 years,39,97957,39.81
Estonia,2014,male,35-54 years,57,177676,32.08
Estonia,2014,male,15-24 years,19,73521,25.84
Estonia,2014,female,75+ years,13,84886,15.31
Estonia,2014,female,35-54 years,16,180093,8.88
Estonia,2014,female,25-34 years,8,92159,8.68
Estonia,2014,female,55-74 years,10,172116,5.81
Estonia,2014,male,5-14 years,2,69999,2.86
Estonia,2014,female,15-24 years,1,69127,1.45
Estonia,2014,female,5-14 years,0,66119,0.0
Estonia,2015,male,75+ years,20,34253,58.39
Estonia,2015,male,55-74 years,44,126556,34.77
Estonia,2015,male,15-24 years,21,70165,29.93
Estonia,2015,male,35-54 years,48,177053,27.11
Estonia,2015,male,25-34 years,25,99448,25.14
Estonia,2015,female,75+ years,9,86804,10.37
Estonia,2015,female,55-74 years,12,172429,6.96
Estonia,2015,female,35-54 years,11,178380,6.17
Estonia,2015,female,25-34 years,2,92783,2.16
Estonia,2015,female,15-24 years,1,66216,1.51
Estonia,2015,female,5-14 years,1,67802,1.47
Estonia,2015,male,5-14 years,1,71561,1.4
Fiji,2011,male,75+ years,3,4903,61.19
Fiji,2011,male,25-34 years,10,73871,13.54
Fiji,2011,male,35-54 years,10,106561,9.38
Fiji,2011,male,55-74 years,3,46624,6.43
Fiji,2011,male,15-24 years,4,80648,4.96
Fiji,2011,female,55-74 years,2,48171,4.15
Fiji,2011,female,15-24 years,3,76080,3.94
Fiji,2011,female,35-54 years,2,102547,1.95
Fiji,2011,female,25-34 years,1,70077,1.43
Fiji,2011,female,5-14 years,0,77394,0.0
Fiji,2011,female,75+ years,0,6455,0.0
Fiji,2011,male,5-14 years,0,82994,0.0
Fiji,2012,male,75+ years,2,5168,38.7
Fiji,2012,female,75+ years,1,6862,14.57
Fiji,2012,male,15-24 years,7,80061,8.74
Fiji,2012,male,25-34 years,5,74059,6.75
Fiji,2012,male,35-54 years,6,107270,5.59
Fiji,2012,female,15-24 years,4,75501,5.3
Fiji,2012,male,55-74 years,2,48382,4.13
Fiji,2012,female,55-74 years,2,50218,3.98
Fiji,2012,female,25-34 years,2,70215,2.85
Fiji,2012,female,35-54 years,1,103358,0.97
Fiji,2012,female,5-14 years,0,78081,0.0
Fiji,2012,male,5-14 years,0,83764,0.0
Finland,2010,male,25-34 years,119,351262,33.88
Finland,2010,male,75+ years,52,153947,33.78
Finland,2010,male,35-54 years,241,719196,33.51
Finland,2010,male,55-74 years,200,616801,32.43
Finland,2010,male,15-24 years,105,336807,31.18
Finland,2010,female,25-34 years,37,332711,11.12
Finland,2010,female,35-54 years,77,701523,10.98
Finland,2010,female,55-74 years,69,663064,10.41
Finland,2010,female,15-24 years,30,322681,9.3
Finland,2010,female,75+ years,23,277369,8.29
Finland,2010,male,5-14 years,1,300513,0.33
Finland,2010,female,5-14 years,0,287620,0.0
Finland,2011,male,75+ years,64,158719,40.32
Finland,2011,male,35-54 years,259,715014,36.22
Finland,2011,male,55-74 years,191,628483,30.39
Finland,2011,male,25-34 years,105,352092,29.82
Finland,2011,male,15-24 years,89,337265,26.39
Finland,2011,female,55-74 years,73,674645,10.82
Finland,2011,female,35-54 years,67,696397,9.62
Finland,2011,female,15-24 years,27,322992,8.36
Finland,2011,female,25-34 years,26,333422,7.8
Finland,2011,female,75+ years,9,280924,3.2
Finland,2011,male,5-14 years,2,299347,0.67
Finland,2011,female,5-14 years,0,286685,0.0
Finland,2012,male,35-54 years,235,711920,33.01
Finland,2012,male,55-74 years,195,639345,30.5
Finland,2012,male,75+ years,49,163645,29.94
Finland,2012,male,25-34 years,91,352467,25.82
Finland,2012,male,15-24 years,85,337342,25.2
Finland,2012,female,55-74 years,87,685183,12.7
Finland,2012,female,15-24 years,32,323218,9.9
Finland,2012,female,35-54 years,65,692612,9.38
Finland,2012,female,25-34 years,27,333404,8.1
Finland,2012,female,75+ years,7,284657,2.46
Finland,2012,female,5-14 years,0,286874,0.0
Finland,2012,male,5-14 years,0,299783,0.0
Finland,2013,male,25-34 years,131,353828,37.02
Finland,2013,male,55-74 years,216,647538,33.36
Finland,2013,male,75+ years,56,169485,33.04
Finland,2013,male,35-54 years,194,710389,27.31
Finland,2013,male,15-24 years,68,335688,20.26
Finland,2013,female,35-54 years,72,690084,10.43
Finland,2013,female,55-74 years,69,693297,9.95
Finland,2013,female,15-24 years,31,321757,9.63
Finland,2013,female,25-34 years,31,334557,9.27
Finland,2013,female,75+ years,17,289147,5.88
Finland,2013,female,5-14 years,1,288186,0.35
Finland,2013,male,5-14 years,1,301477,0.33
Finland,2014,male,75+ years,61,175827,34.69
Finland,2014,male,25-34 years,110,356059,30.89
Finland,2014,male,35-54 years,207,708947,29.2
Finland,2014,male,55-74 years,157,654576,23.98
Finland,2014,male,15-24 years,63,332717,18.94
Finland,2014,female,25-34 years,37,336774,10.99
Finland,2014,female,35-54 years,60,687641,8.73
Finland,2014,female,55-74 years,59,700011,8.43
Finland,2014,female,15-24 years,22,318826,6.9
Finland,2014,female,75+ years,11,294322,3.74
Finland,2014,female,5-14 years,1,290448,0.34
Finland,2014,male,5-14 years,1,303796,0.33
Finland,2015,male,75+ years,53,178936,29.62
Finland,2015,male,35-54 years,190,704220,26.98
Finland,2015,male,25-34 years,92,357334,25.75
Finland,2015,male,55-74 years,159,665885,23.88
Finland,2015,male,15-24 years,59,332082,17.77
Finland,2015,female,25-34 years,30,337446,8.89
Finland,2015,female,35-54 years,55,682671,8.06
Finland,2015,female,55-74 years,55,711135,7.73
Finland,2015,female,75+ years,21,295795,7.1
Finland,2015,female,15-24 years,12,317937,3.77
Finland,2015,male,5-14 years,5,305748,1.64
Finland,2015,female,5-14 years,0,292608,0.0
France,2010,male,75+ years,1354,2081818,65.04
France,2010,male,35-54 years,3118,8518205,36.6
France,2010,male,55-74 years,1956,6187723,31.61
France,2010,male,25-34 years,805,3829316,21.02
France,2010,female,75+ years,464,3538923,13.11
France,2010,female,55-74 years,889,6785286,13.1
France,2010,female,35-54 years,1074,8736585,12.29
France,2010,male,15-24 years,385,3937209,9.78
France,2010,female,25-34 years,177,3906931,4.53
France,2010,female,15-24 years,117,3823806,3.06
France,2010,male,5-14 years,23,3947453,0.58
France,2010,female,5-14 years,17,3763028,0.45
France,2011,male,75+ years,1423,2127014,66.9
France,2011,male,35-54 years,3151,8492211,37.1
France,2011,male,55-74 years,2048,6298402,32.52
France,2011,male,25-34 years,778,3844358,20.24
France,2011,female,75+ years,453,3588632,12.62
France,2011,female,55-74 years,846,6902929,12.26
France,2011,female,35-54 years,1011,8695673,11.63
France,2011,male,15-24 years,367,3914976,9.37
France,2011,female,25-34 years,171,3930109,4.35
France,2011,female,15-24 years,124,3794959,3.27
France,2011,male,5-14 years,23,3969371,0.58
France,2011,female,5-14 years,13,3786009,0.34
France,2012,male,75+ years,1415,2168819,65.24
France,2012,male,35-54 years,2903,8465545,34.29
France,2012,male,55-74 years,1939,6408537,30.26
France,2012,male,25-34 years,688,3856840,17.84
France,2012,female,75+ years,459,3626173,12.66
France,2012,female,55-74 years,767,7023009,10.92
France,2012,female,35-54 years,891,8655592,10.29
France,2012,male,15-24 years,359,3900107,9.2
France,2012,female,25-34 years,183,3948305,4.63
France,2012,female,15-24 years,106,3776265,2.81
France,2012,male,5-14 years,22,3995444,0.55
France,2012,female,5-14 years,11,3813821,0.29
France,2013,male,75+ years,1342,2201053,60.97
France,2013,male,35-54 years,2852,8444516,33.77
France,2013,male,55-74 years,2003,6526578,30.69
France,2013,male,25-34 years,700,3873724,18.07
France,2013,female,75+ years,426,3642541,11.7
France,2013,female,55-74 years,816,7157766,11.4
France,2013,female,35-54 years,846,8632938,9.8
France,2013,male,15-24 years,310,3849077,8.05
France,2013,female,25-34 years,160,3972053,4.03
France,2013,female,15-24 years,116,3728182,3.11
France,2013,male,5-14 years,18,4032157,0.45
France,2013,female,5-14 years,11,3849484,0.29
France,2014,male,75+ years,1324,2243922,59.0
France,2014,male,35-54 years,2536,8426009,30.1
France,2014,male,55-74 years,1825,6655516,27.42
France,2014,male,25-34 years,680,3877350,17.54
France,2014,female,75+ years,424,3677450,11.53
France,2014,female,55-74 years,744,7300857,10.19
France,2014,female,35-54 years,778,8608404,9.04
France,2014,male,15-24 years,282,3841223,7.34
France,2014,female,25-34 years,170,3985618,4.27
France,2014,female,15-24 years,92,3711936,2.48
France,2014,male,5-14 years,14,4069116,0.34
France,2014,female,5-14 years,12,3878553,0.31
Georgia,2010,male,55-74 years,32,350500,9.13
Georgia,2010,male,75+ years,7,96900,7.22
Georgia,2010,male,35-54 years,29,590800,4.91
Georgia,2010,male,25-34 years,16,337200,4.74
Georgia,2010,male,15-24 years,11,351600,3.13
Georgia,2010,female,75+ years,5,180900,2.76
Georgia,2010,female,55-74 years,6,465100,1.29
Georgia,2010,female,35-54 years,5,660000,0.76
Georgia,2010,male,5-14 years,1,254800,0.39
Georgia,2010,female,15-24 years,0,338800,0.0
Georgia,2010,female,25-34 years,0,338000,0.0
Georgia,2010,female,5-14 years,0,229200,0.0
Georgia,2011,male,75+ years,16,99100,16.15
Georgia,2011,male,55-74 years,23,352600,6.52
Georgia,2011,male,35-54 years,25,593700,4.21
Georgia,2011,male,15-24 years,12,348400,3.44
Georgia,2011,male,25-34 years,8,341000,2.35
Georgia,2011,female,35-54 years,6,661400,0.91
Georgia,2011,female,55-74 years,4,467400,0.86
Georgia,2011,female,25-34 years,2,340800,0.59
Georgia,2011,female,75+ years,1,184100,0.54
Georgia,2011,female,5-14 years,1,226900,0.44
Georgia,2011,female,15-24 years,1,334600,0.3
Georgia,2011,male,5-14 years,0,252600,0.0
Georgia,2012,male,75+ years,12,104500,11.48
Georgia,2012,male,55-74 years,23,355000,6.48
Georgia,2012,male,25-34 years,19,345900,5.49
Georgia,2012,male,35-54 years,26,596400,4.36
Georgia,2012,male,15-24 years,11,337800,3.26
Georgia,2012,female,75+ years,2,191900,1.04
Georgia,2012,female,15-24 years,3,324000,0.93
Georgia,2012,female,55-74 years,3,469400,0.64
Georgia,2012,female,35-54 years,3,659300,0.46
Georgia,2012,female,5-14 years,1,223200,0.45
Georgia,2012,female,25-34 years,1,344400,0.29
Georgia,2012,male,5-14 years,0,249100,0.0
Georgia,2013,male,75+ years,25,109700,22.79
Georgia,2013,male,55-74 years,33,358600,9.2
Georgia,2013,male,35-54 years,41,594900,6.89
Georgia,2013,male,25-34 years,20,348000,5.75
Georgia,2013,male,15-24 years,13,325300,4.0
Georgia,2013,female,75+ years,4,201000,1.99
Georgia,2013,female,55-74 years,8,471700,1.7
Georgia,2013,female,35-54 years,7,655700,1.07
Georgia,2013,male,5-14 years,2,249800,0.8
Georgia,2013,female,15-24 years,2,310500,0.64
Georgia,2013,female,5-14 years,1,221800,0.45
Georgia,2013,female,25-34 years,1,345600,0.29
Georgia,2014,male,75+ years,22,92600,23.76
Georgia,2014,male,55-74 years,58,298900,19.4
Georgia,2014,male,35-54 years,53,491300,10.79
Georgia,2014,female,55-74 years,18,392200,4.59
Georgia,2014,male,15-24 years,12,264500,4.54
Georgia,2014,male,25-34 years,13,288500,4.51
Georgia,2014,female,75+ years,5,169900,2.94
Georgia,2014,female,15-24 years,5,251400,1.99
Georgia,2014,female,25-34 years,3,286500,1.05
Georgia,2014,female,35-54 years,5,542700,0.92
Georgia,2014,female,5-14 years,0,183700,0.0
Georgia,2014,male,5-14 years,0,208400,0.0
Georgia,2015,male,75+ years,27,87600,30.82
Georgia,2015,female,75+ years,20,166300,12.03
Georgia,2015,male,55-74 years,34,320200,10.62
Georgia,2015,male,35-54 years,46,480200,9.58
Georgia,2015,male,25-34 years,19,271700,6.99
Georgia,2015,male,15-24 years,17,247800,6.86
Georgia,2015,female,55-74 years,13,420700,3.09
Georgia,2015,female,25-34 years,5,272100,1.84
Georgia,2015,female,35-54 years,8,517700,1.55
Georgia,2015,female,15-24 years,2,230200,0.87
Georgia,2015,male,5-14 years,1,234300,0.43
Georgia,2015,female,5-14 years,0,209600,0.0
